"Step","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MIN","2025-05-10_13-16-07_ant-medium-expert-v0_fql_mlp_ta4_td4_seed3407 - avg episode reward - eval__MAX","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MIN","2025-05-10_13-16-06_ant-medium-expert-v0_fql_mlp_ta4_td4_seed0 - avg episode reward - eval__MAX","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval__MIN","2025-05-09_11-54-21_ant-medium-expert-v0_fql_mlp_ta4_td4 - avg episode reward - eval__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-05-01_14-00-20_ant-medium-expert-v0_ppo_shortcut_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MIN","2025-04-20_20-30-25_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed3407 - eval/avg episode reward__MAX","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MIN","2025-04-20_20-30-16_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed0 - eval/avg episode reward__MAX","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MIN","2025-04-20_10-14-30_ant-medium-expert-v0_ppo_reflow_mlp_ta4_td4_seed42 - eval/avg episode reward__MAX","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MIN","2025-04-02_10-49-55_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed3407 - avg episode reward - eval__MAX","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MIN","2025-04-02_10-49-52_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed0 - avg episode reward - eval__MAX","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MIN","2025-03-29_20-57-49_ant-medium-expert-v0_ppo_diffusion_mlp_ta4_td20_tdf10_seed42 - avg episode reward - eval__MAX"
"130000","502.90076907627326","502.90076907627326","502.90076907627326","1221.285986666643","1221.285986666643","1221.285986666643","452.548147654667","452.548147654667","452.548147654667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135000","652.5141294528992","652.5141294528992","652.5141294528992","351.6086267793043","351.6086267793043","351.6086267793043","320.128579650435","320.128579650435","320.128579650435","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140000","761.0031052294192","761.0031052294192","761.0031052294192","683.6605044588792","683.6605044588792","683.6605044588792","535.1692308968345","535.1692308968345","535.1692308968345","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145000","394.7518860114289","394.7518860114289","394.7518860114289","279.1217405264557","279.1217405264557","279.1217405264557","798.9386835158448","798.9386835158448","798.9386835158448","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150000","305.7838747605798","305.7838747605798","305.7838747605798","489.749593922752","489.749593922752","489.749593922752","521.1928104678184","521.1928104678184","521.1928104678184","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155000","487.9832112754149","487.9832112754149","487.9832112754149","520.6710470482357","520.6710470482357","520.6710470482357","953.5364406881233","953.5364406881233","953.5364406881233","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160000","295.9914707559948","295.9914707559948","295.9914707559948","314.58040279363547","314.58040279363547","314.58040279363547","1201.2078128268795","1201.2078128268795","1201.2078128268795","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"165000","1219.297422241514","1219.297422241514","1219.297422241514","610.3733602774524","610.3733602774524","610.3733602774524","346.29468082895755","346.29468082895755","346.29468082895755","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170000","637.5693817900791","637.5693817900791","637.5693817900791","467.8500601495401","467.8500601495401","467.8500601495401","576.4912727897632","576.4912727897632","576.4912727897632","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175000","429.9878703832189","429.9878703832189","429.9878703832189","394.48467289889675","394.48467289889675","394.48467289889675","243.76558260978734","243.76558260978734","243.76558260978734","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180000","2007.069425692959","2007.069425692959","2007.069425692959","463.7597477099269","463.7597477099269","463.7597477099269","1023.454774293298","1023.454774293298","1023.454774293298","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185000","927.0528961372235","927.0528961372235","927.0528961372235","282.3629091148528","282.3629091148528","282.3629091148528","654.4341392302981","654.4341392302981","654.4341392302981","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190000","506.1818463978662","506.1818463978662","506.1818463978662","503.3866280181376","503.3866280181376","503.3866280181376","421.8137329990367","421.8137329990367","421.8137329990367","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195000","631.2456018607064","631.2456018607064","631.2456018607064","248.07707806749804","248.07707806749804","248.07707806749804","578.1946035175571","578.1946035175571","578.1946035175571","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200000","406.88521779166695","406.88521779166695","406.88521779166695","388.6444126297095","388.6444126297095","388.6444126297095","687.576474711833","687.576474711833","687.576474711833","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205000","524.4807448199941","524.4807448199941","524.4807448199941","444.48390886330134","444.48390886330134","444.48390886330134","334.61665988957964","334.61665988957964","334.61665988957964","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210000","346.6827022690252","346.6827022690252","346.6827022690252","962.8766400791922","962.8766400791922","962.8766400791922","834.5889514784923","834.5889514784923","834.5889514784923","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"215000","945.9969238439173","945.9969238439173","945.9969238439173","708.7206422621907","708.7206422621907","708.7206422621907","711.5091940249757","711.5091940249757","711.5091940249757","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220000","440.8702633466981","440.8702633466981","440.8702633466981","730.7833349152318","730.7833349152318","730.7833349152318","819.4448353441162","819.4448353441162","819.4448353441162","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"225000","1003.1398943144665","1003.1398943144665","1003.1398943144665","215.58191265609872","215.58191265609872","215.58191265609872","321.1550773108411","321.1550773108411","321.1550773108411","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230000","486.7694512916455","486.7694512916455","486.7694512916455","369.5912241153805","369.5912241153805","369.5912241153805","462.0596809564412","462.0596809564412","462.0596809564412","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"235000","1015.1620560452961","1015.1620560452961","1015.1620560452961","505.61889063704893","505.61889063704893","505.61889063704893","436.1276161224877","436.1276161224877","436.1276161224877","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240000","1150.8783996779566","1150.8783996779566","1150.8783996779566","357.26821855562093","357.26821855562093","357.26821855562093","863.7145899403552","863.7145899403552","863.7145899403552","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"245000","378.7719084234977","378.7719084234977","378.7719084234977","330.1865924679765","330.1865924679765","330.1865924679765","777.0686666790472","777.0686666790472","777.0686666790472","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250000","1018.7489712749808","1018.7489712749808","1018.7489712749808","904.7098679844402","904.7098679844402","904.7098679844402","648.379322857305","648.379322857305","648.379322857305","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"255000","905.7863061700447","905.7863061700447","905.7863061700447","993.0434302223956","993.0434302223956","993.0434302223956","1349.708378925393","1349.708378925393","1349.708378925393","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260000","737.5125747706917","737.5125747706917","737.5125747706917","1343.0112296083125","1343.0112296083125","1343.0112296083125","801.7064668815207","801.7064668815207","801.7064668815207","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"265000","549.3110960105474","549.3110960105474","549.3110960105474","444.0976722506887","444.0976722506887","444.0976722506887","451.0095663740744","451.0095663740744","451.0095663740744","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270000","856.5355743099557","856.5355743099557","856.5355743099557","723.6160498771551","723.6160498771551","723.6160498771551","691.1503762965679","691.1503762965679","691.1503762965679","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275000","429.4632284374868","429.4632284374868","429.4632284374868","937.0068314712063","937.0068314712063","937.0068314712063","753.5342817337399","753.5342817337399","753.5342817337399","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280000","627.291750223557","627.291750223557","627.291750223557","306.8917300909907","306.8917300909907","306.8917300909907","332.0361400995051","332.0361400995051","332.0361400995051","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"285000","654.0966239358698","654.0966239358698","654.0966239358698","644.2120406847846","644.2120406847846","644.2120406847846","1150.540021454656","1150.540021454656","1150.540021454656","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"290000","1014.6816729684945","1014.6816729684945","1014.6816729684945","584.0061866747769","584.0061866747769","584.0061866747769","735.7228052909574","735.7228052909574","735.7228052909574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295000","196.916405677509","196.916405677509","196.916405677509","514.18864179525","514.18864179525","514.18864179525","433.84673551975254","433.84673551975254","433.84673551975254","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300000","884.650008249679","884.650008249679","884.650008249679","671.7766950766021","671.7766950766021","671.7766950766021","451.4702137175569","451.4702137175569","451.4702137175569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"305000","598.8953913399029","598.8953913399029","598.8953913399029","809.5752978489681","809.5752978489681","809.5752978489681","414.6795455001334","414.6795455001334","414.6795455001334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310000","360.74760720121185","360.74760720121185","360.74760720121185","687.3032835267941","687.3032835267941","687.3032835267941","479.8892456652928","479.8892456652928","479.8892456652928","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"315000","450.91656732042657","450.91656732042657","450.91656732042657","720.9300078447328","720.9300078447328","720.9300078447328","908.7155776620748","908.7155776620748","908.7155776620748","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320000","456.92053625119325","456.92053625119325","456.92053625119325","756.9540923045748","756.9540923045748","756.9540923045748","863.6347015586648","863.6347015586648","863.6347015586648","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325000","793.4131957932586","793.4131957932586","793.4131957932586","525.5445217842669","525.5445217842669","525.5445217842669","369.4001529647005","369.4001529647005","369.4001529647005","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330000","864.2752220145267","864.2752220145267","864.2752220145267","361.44734537244165","361.44734537244165","361.44734537244165","929.3419543450258","929.3419543450258","929.3419543450258","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335000","754.8785653726329","754.8785653726329","754.8785653726329","880.2924944094505","880.2924944094505","880.2924944094505","276.94840395282","276.94840395282","276.94840395282","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340000","710.3116658629029","710.3116658629029","710.3116658629029","754.3018413128935","754.3018413128935","754.3018413128935","299.5468752217878","299.5468752217878","299.5468752217878","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345000","452.6507963243777","452.6507963243777","452.6507963243777","505.9638315518029","505.9638315518029","505.9638315518029","1161.5677840383294","1161.5677840383294","1161.5677840383294","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350000","362.6764739090219","362.6764739090219","362.6764739090219","927.1769528393445","927.1769528393445","927.1769528393445","707.9917699564419","707.9917699564419","707.9917699564419","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355000","459.83520330182364","459.83520330182364","459.83520330182364","486.8706027684716","486.8706027684716","486.8706027684716","497.3244964263222","497.3244964263222","497.3244964263222","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360000","751.4681649517009","751.4681649517009","751.4681649517009","865.6714404706972","865.6714404706972","865.6714404706972","299.2555052749694","299.2555052749694","299.2555052749694","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"365000","578.7548351602675","578.7548351602675","578.7548351602675","1225.041708032676","1225.041708032676","1225.041708032676","1035.3900895020606","1035.3900895020606","1035.3900895020606","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370000","315.7546313251235","315.7546313251235","315.7546313251235","437.7043646649569","437.7043646649569","437.7043646649569","968.4790717870038","968.4790717870038","968.4790717870038","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"375000","1238.0828908157832","1238.0828908157832","1238.0828908157832","1363.035004235526","1363.035004235526","1363.035004235526","1233.3905421938784","1233.3905421938784","1233.3905421938784","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"380000","539.7875328275547","539.7875328275547","539.7875328275547","821.383889887923","821.383889887923","821.383889887923","619.1612187587249","619.1612187587249","619.1612187587249","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"385000","657.9116646426364","657.9116646426364","657.9116646426364","713.1853058185428","713.1853058185428","713.1853058185428","389.4888206632233","389.4888206632233","389.4888206632233","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"390000","757.3684706579123","757.3684706579123","757.3684706579123","436.423867839983","436.423867839983","436.423867839983","440.62511171494793","440.62511171494793","440.62511171494793","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"395000","1419.161193025583","1419.161193025583","1419.161193025583","102.14963447960918","102.14963447960918","102.14963447960918","609.2340737343552","609.2340737343552","609.2340737343552","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400000","528.2177204641187","528.2177204641187","528.2177204641187","336.2680829348427","336.2680829348427","336.2680829348427","652.0284341090716","652.0284341090716","652.0284341090716","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"405000","775.9470878747741","775.9470878747741","775.9470878747741","775.6700743951187","775.6700743951187","775.6700743951187","638.4422993114689","638.4422993114689","638.4422993114689","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"410000","448.18403650378025","448.18403650378025","448.18403650378025","586.8591563720606","586.8591563720606","586.8591563720606","546.7258108177288","546.7258108177288","546.7258108177288","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"415000","525.2635413388127","525.2635413388127","525.2635413388127","477.89242183263457","477.89242183263457","477.89242183263457","326.879324467549","326.879324467549","326.879324467549","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420000","609.8802231855892","609.8802231855892","609.8802231855892","576.147940150927","576.147940150927","576.147940150927","1413.7447805193265","1413.7447805193265","1413.7447805193265","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425000","1049.4463833484406","1049.4463833484406","1049.4463833484406","1340.164467474409","1340.164467474409","1340.164467474409","850.4603277212698","850.4603277212698","850.4603277212698","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430000","643.353063090577","643.353063090577","643.353063090577","1109.9852846432232","1109.9852846432232","1109.9852846432232","288.5382528926475","288.5382528926475","288.5382528926475","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435000","1012.9257376100832","1012.9257376100832","1012.9257376100832","584.3921050885031","584.3921050885031","584.3921050885031","274.07775082801254","274.07775082801254","274.07775082801254","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440000","963.7864666171217","963.7864666171217","963.7864666171217","869.8613828155906","869.8613828155906","869.8613828155906","681.1065050613342","681.1065050613342","681.1065050613342","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445000","482.1060751947269","482.1060751947269","482.1060751947269","431.6912202459675","431.6912202459675","431.6912202459675","258.7843491687229","258.7843491687229","258.7843491687229","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450000","670.3007094674201","670.3007094674201","670.3007094674201","1374.9950351982088","1374.9950351982088","1374.9950351982088","578.7822600996068","578.7822600996068","578.7822600996068","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455000","891.2639883314946","891.2639883314946","891.2639883314946","784.2532026755504","784.2532026755504","784.2532026755504","472.2285984173135","472.2285984173135","472.2285984173135","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"460000","670.066322756141","670.066322756141","670.066322756141","1023.9266763190544","1023.9266763190544","1023.9266763190544","894.7504151590259","894.7504151590259","894.7504151590259","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"465000","1025.4265037353466","1025.4265037353466","1025.4265037353466","679.9807060310686","679.9807060310686","679.9807060310686","515.7831355582722","515.7831355582722","515.7831355582722","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"470000","506.6685926757179","506.6685926757179","506.6685926757179","483.09450729267655","483.09450729267655","483.09450729267655","525.3690312995051","525.3690312995051","525.3690312995051","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"475000","975.2134956205084","975.2134956205084","975.2134956205084","522.4812745255587","522.4812745255587","522.4812745255587","792.8843673665449","792.8843673665449","792.8843673665449","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480000","528.4179053948824","528.4179053948824","528.4179053948824","1085.9462200913945","1085.9462200913945","1085.9462200913945","278.24856241431536","278.24856241431536","278.24856241431536","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485000","698.8109165054511","698.8109165054511","698.8109165054511","1443.5975143424214","1443.5975143424214","1443.5975143424214","1327.9364003651826","1327.9364003651826","1327.9364003651826","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490000","1224.6534328430569","1224.6534328430569","1224.6534328430569","746.2654759182952","746.2654759182952","746.2654759182952","1105.9095926487119","1105.9095926487119","1105.9095926487119","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"495000","1531.7131969573024","1531.7131969573024","1531.7131969573024","745.8740644336586","745.8740644336586","745.8740644336586","567.2142457093735","567.2142457093735","567.2142457093735","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500000","592.0497705896644","592.0497705896644","592.0497705896644","507.6917436813078","507.6917436813078","507.6917436813078","787.0306504709702","787.0306504709702","787.0306504709702","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"505000","480.46618134681273","480.46618134681273","480.46618134681273","982.5935350238557","982.5935350238557","982.5935350238557","465.58490324628326","465.58490324628326","465.58490324628326","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510000","181.7936991119481","181.7936991119481","181.7936991119481","259.66413623301844","259.66413623301844","259.66413623301844","803.6579818140749","803.6579818140749","803.6579818140749","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"515000","376.56149703532964","376.56149703532964","376.56149703532964","1135.731136235502","1135.731136235502","1135.731136235502","1009.4986023319465","1009.4986023319465","1009.4986023319465","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520000","459.93086198762876","459.93086198762876","459.93086198762876","972.1742781065808","972.1742781065808","972.1742781065808","1034.8178898053493","1034.8178898053493","1034.8178898053493","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"525000","425.3181436108304","425.3181436108304","425.3181436108304","932.5135436812775","932.5135436812775","932.5135436812775","696.7491049101973","696.7491049101973","696.7491049101973","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530000","432.4437297021467","432.4437297021467","432.4437297021467","1324.428057610803","1324.428057610803","1324.428057610803","849.5390104322917","849.5390104322917","849.5390104322917","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"535000","818.7362703366028","818.7362703366028","818.7362703366028","349.99728060101893","349.99728060101893","349.99728060101893","372.46691341111017","372.46691341111017","372.46691341111017","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540000","271.3772785514662","271.3772785514662","271.3772785514662","835.1016382800331","835.1016382800331","835.1016382800331","915.3892201639956","915.3892201639956","915.3892201639956","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"545000","263.989414117652","263.989414117652","263.989414117652","380.96310531544424","380.96310531544424","380.96310531544424","834.0162882433417","834.0162882433417","834.0162882433417","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"550000","789.3272629301944","789.3272629301944","789.3272629301944","1020.9390498225007","1020.9390498225007","1020.9390498225007","567.0049687878967","567.0049687878967","567.0049687878967","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555000","747.550530067573","747.550530067573","747.550530067573","1268.934905858223","1268.934905858223","1268.934905858223","321.51563842881916","321.51563842881916","321.51563842881916","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560000","397.56567699586157","397.56567699586157","397.56567699586157","826.4884258860933","826.4884258860933","826.4884258860933","1425.76874150173","1425.76874150173","1425.76874150173","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"565000","631.6771168330006","631.6771168330006","631.6771168330006","1327.4300738757192","1327.4300738757192","1327.4300738757192","475.07708013252653","475.07708013252653","475.07708013252653","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"570000","295.21262385708116","295.21262385708116","295.21262385708116","871.5028991963537","871.5028991963537","871.5028991963537","808.191086759924","808.191086759924","808.191086759924","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"575000","662.6659648615503","662.6659648615503","662.6659648615503","826.7430276074534","826.7430276074534","826.7430276074534","998.9771641780011","998.9771641780011","998.9771641780011","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580000","529.5451199960324","529.5451199960324","529.5451199960324","608.6747986256","608.6747986256","608.6747986256","960.7117142291936","960.7117142291936","960.7117142291936","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"585000","406.0176606123701","406.0176606123701","406.0176606123701","924.3619260045332","924.3619260045332","924.3619260045332","507.1418197718017","507.1418197718017","507.1418197718017","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590000","443.3932833646902","443.3932833646902","443.3932833646902","598.6531353120394","598.6531353120394","598.6531353120394","1043.4807798251118","1043.4807798251118","1043.4807798251118","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595000","377.10537986045813","377.10537986045813","377.10537986045813","995.1594626077336","995.1594626077336","995.1594626077336","836.0466331992675","836.0466331992675","836.0466331992675","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"600000","951.9797490174583","951.9797490174583","951.9797490174583","540.5150305527777","540.5150305527777","540.5150305527777","271.41235350772115","271.41235350772115","271.41235350772115","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"605000","1120.4433269082376","1120.4433269082376","1120.4433269082376","980.2633347196626","980.2633347196626","980.2633347196626","1289.9428407894168","1289.9428407894168","1289.9428407894168","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610000","792.1977934583674","792.1977934583674","792.1977934583674","369.5965882741804","369.5965882741804","369.5965882741804","503.67970128052656","503.67970128052656","503.67970128052656","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"615000","659.1025502292746","659.1025502292746","659.1025502292746","1066.530100363063","1066.530100363063","1066.530100363063","654.6676798887778","654.6676798887778","654.6676798887778","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620000","370.3370025490254","370.3370025490254","370.3370025490254","972.741521725869","972.741521725869","972.741521725869","1012.1754168482112","1012.1754168482112","1012.1754168482112","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"625000","1123.7239045210417","1123.7239045210417","1123.7239045210417","497.8015805100067","497.8015805100067","497.8015805100067","1428.143153397988","1428.143153397988","1428.143153397988","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"630000","917.226716267885","917.226716267885","917.226716267885","714.1788364058255","714.1788364058255","714.1788364058255","543.7988356806003","543.7988356806003","543.7988356806003","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"635000","697.1988030905849","697.1988030905849","697.1988030905849","525.5420020313445","525.5420020313445","525.5420020313445","862.4533065462966","862.4533065462966","862.4533065462966","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640000","675.9922709723303","675.9922709723303","675.9922709723303","1349.9346521106079","1349.9346521106079","1349.9346521106079","502.6739772497374","502.6739772497374","502.6739772497374","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"645000","273.4997237091549","273.4997237091549","273.4997237091549","923.5142556117511","923.5142556117511","923.5142556117511","993.8781165481064","993.8781165481064","993.8781165481064","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"650000","946.3748186545331","946.3748186545331","946.3748186545331","920.4783952100172","920.4783952100172","920.4783952100172","852.4657343347711","852.4657343347711","852.4657343347711","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"655000","911.0706809093144","911.0706809093144","911.0706809093144","780.8347778199409","780.8347778199409","780.8347778199409","1676.676837886574","1676.676837886574","1676.676837886574","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660000","1259.5789280242393","1259.5789280242393","1259.5789280242393","1046.8839661375655","1046.8839661375655","1046.8839661375655","1480.7052364829756","1480.7052364829756","1480.7052364829756","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"665000","733.8418041201658","733.8418041201658","733.8418041201658","536.3931768662916","536.3931768662916","536.3931768662916","475.0655879893784","475.0655879893784","475.0655879893784","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670000","1098.503186351212","1098.503186351212","1098.503186351212","990.9227904237187","990.9227904237187","990.9227904237187","1018.760823351399","1018.760823351399","1018.760823351399","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"675000","895.5026191673536","895.5026191673536","895.5026191673536","794.9584963329944","794.9584963329944","794.9584963329944","1290.4180920905394","1290.4180920905394","1290.4180920905394","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680000","1055.1951765439285","1055.1951765439285","1055.1951765439285","330.40341812851807","330.40341812851807","330.40341812851807","419.4512575840089","419.4512575840089","419.4512575840089","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"685000","861.9480158059995","861.9480158059995","861.9480158059995","750.9193895258036","750.9193895258036","750.9193895258036","1141.9381371768316","1141.9381371768316","1141.9381371768316","","","","","","","","","","","","","","","","","","","","","","","","","","",""
